#{"t_start": 1647445048.053038, "env_id": null}
r,l,t
2702.442157,1,23972.730083
2502.91528,1,24002.980213
2421.56047,1,24032.594988
2377.475232,1,24063.277064
2273.132828,1,24088.52492
2734.515888,1,24118.642637
2529.435535,1,24148.920178
2406.989265,1,24179.13314
2320.597736,1,24208.722338
2735.783412,1,24238.87792
2782.937954,1,24268.637035
2460.978477,1,24298.620693
2480.642393,1,24328.249992
2393.359558,1,24358.115452
2582.295623,1,24388.002676
2609.357552,1,24417.935855
2836.817487,1,24447.912305
2401.8157,1,24477.923781
2698.908622,1,24508.012523
2219.0754,1,24539.315787
2508.915554,1,24569.423446
1551.177169,1,24584.557389
2497.995957,1,24614.836064
2488.881869,1,24645.106539
2427.125892,1,24676.024896
2326.171312,1,24703.593827
2701.026013,1,24733.428889
2729.891961,1,24763.66002
2589.564893,1,24795.222179
2395.906014,1,24825.10744
2752.13872,1,24855.491324
2445.152925,1,24885.879512
2592.76809,1,24916.348294
2564.232827,1,24946.59247
2522.490485,1,24978.138758
2679.743596,1,25007.759115
2404.954301,1,25038.070853
2523.845089,1,25068.6163
2356.13853,1,25097.0904
2575.828281,1,25127.643334
2387.366018,1,25157.812572
2493.135025,1,25188.007296
2320.632135,1,25217.586781
2594.774852,1,25247.973634
2304.905737,1,25276.487513
2731.169967,1,25306.664052
2473.720983,1,25336.843373
2529.272895,1,25367.487319
2169.650796,1,25397.336015
2713.591558,1,25427.640833
2465.017995,1,25458.413592
2321.134655,1,25488.619148
2326.99191,1,25518.764528
2390.956308,1,25548.844249
2632.857231,1,25578.956617
2433.17995,1,25609.072618
2508.793046,1,25639.054712
2637.109672,1,25669.3196
2843.426052,1,25700.415087
2525.436183,1,25730.265275
2363.430483,1,25760.005879
2790.718453,1,25790.297266
2199.473232,1,25820.724443
2599.491696,1,25850.377926
2439.377042,1,25880.875934
2054.64303,1,25909.440509
2456.478515,1,25939.093101
2398.274429,1,25970.059849
2418.734772,1,26000.292789
2737.069538,1,26030.07667
2502.518395,1,26060.433252
2789.944119,1,26090.703931
1904.48388,1,26116.708037
2324.385233,1,26146.988134
2619.500283,1,26176.621432
994.540933,1,26186.168088
2548.707926,1,26216.507253
2340.776382,1,26246.834099
2732.720368,1,26277.621007
2590.147797,1,26307.348159
2645.586117,1,26337.318418
2506.54448,1,26367.38296
2591.208348,1,26397.626627
2495.037024,1,26427.600755
2520.527999,1,26457.813293
2788.577259,1,26488.763041
2356.203083,1,26518.8248
2432.439871,1,26548.955361
2377.688362,1,26579.170022
2680.136096,1,26609.714813
2404.255954,1,26639.706377
2585.006022,1,26670.404471
2716.511849,1,26700.763467
2722.175106,1,26731.328042
2637.190873,1,26762.102265
2210.671898,1,26791.977458
2524.332544,1,26822.227731
2535.654423,1,26852.736362
2767.757279,1,26883.145911
2445.483375,1,26914.392834
2704.5864,1,26944.177255
2556.047713,1,26974.437814
2466.197455,1,27005.400264
2553.947613,1,27035.224234
2588.99839,1,27065.842555
2602.147547,1,27095.70044
2170.644593,1,27125.962268
2403.875265,1,27155.855022
2561.076793,1,27186.303911
2624.381424,1,27216.96352
2114.784268,1,27247.647804
1999.373963,1,27278.75344
2142.07804,1,27309.110223
2464.414609,1,27339.473571
2514.61394,1,27370.18244
2684.473236,1,27400.322473
2551.558044,1,27430.011687
2518.148309,1,27460.481609
2633.937014,1,27490.21521
2005.604365,1,27517.319055
2185.898269,1,27547.083124
2442.381001,1,27576.935504
2300.633093,1,27607.04019
2357.468444,1,27637.625528
2539.222647,1,27667.59965
2681.201935,1,27697.911604
2597.594208,1,27728.436176
2417.94228,1,27759.203912
2316.496964,1,27789.545129
2629.095887,1,27820.110368
2608.548544,1,27850.881326
2451.072632,1,27881.328908
2516.476461,1,27911.008763
2122.338079,1,27941.483698
2614.897467,1,27971.729932
2673.647317,1,28001.97035
2408.788341,1,28032.097128
2149.244721,1,28062.504308
2628.997527,1,28092.914504
2492.100641,1,28123.532525
2485.916757,1,28154.000038
2583.608681,1,28184.182521
2467.444761,1,28214.739405
2386.641822,1,28246.158962
1953.139588,1,28268.351216
2835.149481,1,28298.089822
2408.825958,1,28328.064708
2633.6244,1,28358.780399
2412.536496,1,28389.093188
2463.120152,1,28419.083596
2585.052757,1,28449.65837
2220.408359,1,28479.856273
2514.758927,1,28510.412433
2400.14067,1,28540.924643
2427.374059,1,28571.123429
2597.498146,1,28601.565591
2500.426153,1,28631.732992
2183.336385,1,28662.503712
2464.068464,1,28692.860489
2568.761313,1,28723.147828
2788.305331,1,28752.845304
2507.005463,1,28782.569461
2652.616133,1,28812.78917
2690.527637,1,28842.527963
2653.646572,1,28872.691724
2759.682504,1,28903.447037
2710.700059,1,28933.565606
2387.631248,1,28963.424907
2643.768071,1,28993.490407
2634.30874,1,29023.332453
2477.043769,1,29053.36323
2421.872509,1,29083.724683
2542.766183,1,29113.657489
2444.036553,1,29139.625419
2183.029749,1,29170.23184
2473.854574,1,29200.33849
2726.09317,1,29230.905369
2405.976228,1,29260.809716
2377.815506,1,29291.102573
2455.145308,1,29321.018204
2476.040067,1,29351.282422
2490.168489,1,29382.272191
2555.958688,1,29412.527072
2555.682541,1,29443.044933
2513.123045,1,29474.115259
2339.772881,1,29504.254581
2421.855197,1,29534.398407
2369.453651,1,29564.417168
2433.18955,1,29594.821992
2437.820624,1,29625.423601
2446.601298,1,29656.050503
2254.638111,1,29685.954697
2610.80428,1,29716.033813
2558.968684,1,29746.547168
2742.063629,1,29777.142984
2513.186313,1,29807.201715
2623.5421,1,29835.225561
2437.279558,1,29865.290242
2576.28101,1,29895.370715
2547.808314,1,29925.968833
2610.943197,1,29956.718124
2558.833061,1,29987.571967
2111.075945,1,30017.686532
2599.200022,1,30048.36662
2519.479809,1,30079.529976
1891.041049,1,30104.380253
2603.41887,1,30134.906465
2344.293031,1,30165.181192
2541.080888,1,30195.567613
2265.436375,1,30225.45731
2634.105468,1,30255.792634
2442.417953,1,30285.807823
2662.306208,1,30316.593566
2216.761939,1,30347.184454
2559.825436,1,30377.652308
2642.12361,1,30407.941792
2343.818721,1,30438.265016
2729.599152,1,30468.867325
2702.192451,1,30499.180894
2594.887208,1,30528.837982
2245.409199,1,30557.932268
841.538511,1,30565.587516
2349.637779,1,30595.657706
2361.896713,1,30625.252418
2512.518547,1,30655.425325
2512.452929,1,30685.509123
2449.443162,1,30716.028599
2432.888719,1,30745.936502
2577.189337,1,30776.117836
2428.266946,1,30806.708894
2363.995318,1,30837.139813
2516.798653,1,30867.132011
2260.165006,1,30897.502728
2646.687005,1,30927.130676
2346.351984,1,30957.689226
2224.714667,1,30987.801477
2561.002083,1,31017.993514
2492.094029,1,31047.715708
2607.491973,1,31077.96863
1493.895725,1,31094.067339
2306.288698,1,31124.157635
2366.88627,1,31154.407467
2506.053481,1,31185.4412
2661.170026,1,31215.798177
2397.92668,1,31245.703054
2650.197765,1,31276.419938
2596.212153,1,31307.109475
2462.919984,1,31337.303722
2454.10431,1,31367.492295
2561.595051,1,31398.654843
2633.291923,1,31428.440934
2836.148706,1,31458.108364
2370.480504,1,31488.766757
2800.86403,1,31518.694829
2441.794118,1,31548.705831
2412.459368,1,31578.81694
2744.353306,1,31608.985094
2656.693685,1,31639.054453
2437.327737,1,31669.186983
2580.390977,1,31699.666949
2707.306163,1,31729.715564
2386.337788,1,31760.001573
2689.752828,1,31790.439588
2530.750929,1,31820.163592
2108.86034,1,31850.442049
2313.874732,1,31880.42756
2542.307561,1,31910.990384
2381.569926,1,31940.968565
2145.067593,1,31971.340939
2496.481006,1,32001.692388
2310.917504,1,32031.880565
2646.13644,1,32062.421685
2417.993665,1,32092.441152
2599.969857,1,32122.610116
2509.111864,1,32154.2982
2528.397193,1,32184.342567
2634.339455,1,32215.144675
2081.712739,1,32245.307316
2370.96198,1,32275.813199
2487.727126,1,32306.841817
2376.020571,1,32336.756944
2482.483148,1,32366.815754
2669.559164,1,32397.647782
2440.163412,1,32427.89524
2330.022407,1,32458.092673
2535.8499,1,32487.807773
2620.806022,1,32518.730923
2457.324269,1,32549.056593
2441.855066,1,32579.448768
2645.196987,1,32609.69153
2410.905699,1,32639.517869
2402.71664,1,32669.583006
2507.685772,1,32699.753795
2424.665054,1,32730.287094
2844.48577,1,32760.9394
2810.147739,1,32792.106704
2678.411598,1,32823.261517
2544.545568,1,32853.296273
2426.254858,1,32884.238157
2622.047463,1,32914.331632
2565.856196,1,32945.080623
2633.457014,1,32974.915791
2604.133475,1,33005.44571
2548.563736,1,33035.355586
2355.513605,1,33065.021182
2334.654117,1,33095.588896
2389.593774,1,33126.228505
2440.207839,1,33155.773447
2764.6744,1,33186.61198
2408.094714,1,33217.020487
2498.649841,1,33246.842848
2712.398143,1,33277.531641
2700.601391,1,33307.652348
2607.77517,1,33338.122172
2655.493804,1,33368.45937
2597.643285,1,33398.296767
2187.113419,1,33429.010637
2654.904632,1,33459.595321
2882.35623,1,33490.112766
2308.947965,1,33520.828016
2449.734052,1,33551.000639
2398.024953,1,33581.226788
2651.01146,1,33611.608619
2584.316692,1,33641.723121
2592.999143,1,33672.071424
2609.32081,1,33702.211196
2520.492248,1,33732.318614
2623.126165,1,33762.155481
2570.047477,1,33792.607087
2666.896523,1,33823.094831
2850.204513,1,33852.931721
2757.129481,1,33883.62816
2764.048659,1,33913.549151
2282.944656,1,33944.054017
2584.41967,1,33975.138417
2495.788325,1,34005.319444
2679.473361,1,34035.436029
2383.97528,1,34065.550847
2697.501596,1,34096.106934
2490.935423,1,34126.753357
2615.994734,1,34157.029612
2600.015378,1,34186.991047
2597.212928,1,34217.246691
2524.350966,1,34247.560993
2357.848405,1,34277.916606
2506.835314,1,34309.627429
2309.330324,1,34339.947343
2667.384437,1,34370.481308
2624.121348,1,34400.968289
2762.141549,1,34431.070742
2469.635361,1,34461.862808
2475.142739,1,34492.333136
2477.748931,1,34522.298982
2684.935051,1,34552.575546
2780.334172,1,34582.689255
2296.391777,1,34613.102545
2427.366427,1,34643.460006
2587.165981,1,34673.783005
2298.55889,1,34704.148777
2688.315305,1,34733.985018
2491.288586,1,34764.328057
2619.350221,1,34794.777408
2463.990658,1,34825.118882
2478.903089,1,34856.197631
2613.283312,1,34886.669765
2279.247617,1,34916.918608
2770.786185,1,34947.11802
2584.574501,1,34977.869984
2624.819773,1,35007.871039
2178.485265,1,35037.622185
2803.282632,1,35067.601965
2739.737992,1,35097.816163
2455.625375,1,35127.763554
2589.350831,1,35157.632501
2690.418371,1,35187.988466
2673.709339,1,35218.621874
2350.418854,1,35248.746547
2619.600154,1,35278.324423
2585.498889,1,35308.607874
2502.3867,1,35338.945081
2184.888839,1,35368.941645
2572.530164,1,35399.48093
2566.103382,1,35429.887686
2569.356364,1,35460.100916
2144.211735,1,35490.545169
770.8967,1,35497.290825
2600.350935,1,35527.745437
2644.558724,1,35557.515293
2723.630678,1,35587.440162
2672.999392,1,35619.045065
2496.583631,1,35649.547641
2561.125193,1,35679.183298
2631.675791,1,35709.558748
2868.271047,1,35739.463237
2487.04746,1,35769.928545
2628.569156,1,35799.916211
2521.51354,1,35830.450803
2066.674141,1,35862.21732
2616.338982,1,35892.482564
2700.22165,1,35922.461707
2557.682799,1,35952.865302
2646.581636,1,35982.795303
2231.161349,1,36012.923579
2636.409949,1,36042.961427
2591.333404,1,36073.408441
2221.087489,1,36103.222798
2246.64662,1,36133.358654
2751.324099,1,36164.04847
2715.507759,1,36194.042553
2719.471956,1,36224.08455
2377.72582,1,36253.78161
2889.16924,1,36283.427518
2439.564294,1,36313.694057
2529.923803,1,36343.981575
2631.617991,1,36374.477006
2590.491644,1,36404.550336
2374.816148,1,36434.46119
2677.412362,1,36464.990462
2830.851423,1,36496.48049
2637.579802,1,36526.916347
2649.239524,1,36557.948151
2785.568342,1,36588.350902
2707.396433,1,36618.94852
2734.469347,1,36649.870136
2572.79463,1,36680.908575
2525.484952,1,36711.142084
2298.375786,1,36741.434823
2335.920986,1,36771.728743
2366.363047,1,36801.971076
2385.994402,1,36832.2773
2574.807261,1,36863.144251
2427.673664,1,36893.188439
2582.663387,1,36923.66338
2636.007307,1,36954.148683
2852.594207,1,36984.689475
2493.602389,1,37014.918852
2537.584866,1,37045.491681
2448.2848,1,37076.189042
2539.948091,1,37106.505249
2348.343976,1,37137.15806
2594.944397,1,37168.019774
2453.25105,1,37198.160019
2678.415995,1,37227.785894
2280.373366,1,37257.630177
2661.752699,1,37287.715697
2675.419458,1,37317.67839
2665.863754,1,37348.679749
2210.10704,1,37378.312089
2614.528792,1,37408.432857
2619.160978,1,37438.826367
2618.719625,1,37469.443982
2795.392495,1,37499.889584
2608.339662,1,37529.792286
2602.066219,1,37560.38143
2462.145561,1,37590.823819
2264.090494,1,37620.981133
2665.209315,1,37650.821691
2625.452021,1,37681.229571
2596.832026,1,37711.698228
2473.543077,1,37742.78881
2509.965901,1,37772.950922
2776.361413,1,37803.497962
2618.220001,1,37834.219458
2185.242922,1,37864.96629
2338.741044,1,37895.801433
2473.083678,1,37926.528488
2350.25035,1,37957.396096
2451.21165,1,37987.052105
2393.310651,1,38017.681899
2745.769778,1,38047.632878
2564.148803,1,38078.77572
2668.947695,1,38108.858475
2185.633702,1,38139.166307
2648.420132,1,38169.621228
2593.430197,1,38199.898054
2626.487396,1,38230.175904
2734.987964,1,38260.316415
2561.874019,1,38290.756128
2684.650874,1,38320.563954
2327.520468,1,38351.157992
2776.858823,1,38382.285679
2302.925852,1,38412.98226
2601.687642,1,38443.060509
2451.708506,1,38473.673748
2270.827185,1,38503.672065
2505.13433,1,38533.828706
2470.358067,1,38564.532686
2188.540837,1,38595.203798
2630.100404,1,38626.579875
2655.523476,1,38656.513494
2412.017014,1,38686.838622
2494.372367,1,38716.471083
2601.873652,1,38746.791188
2585.956489,1,38777.680564
2182.105906,1,38807.733944
2595.432391,1,38837.944615
2543.724391,1,38868.478569
2142.1231,1,38898.729179
2542.239809,1,38929.441576
2546.711568,1,38959.247698
2468.188376,1,38989.315866
2870.253692,1,39019.652313
2613.475691,1,39050.035337
2333.033544,1,39080.273748
2531.181051,1,39110.68248
2622.594899,1,39141.415842
2659.72318,1,39171.351406
2718.104474,1,39201.756415
2430.276608,1,39232.302568
2604.421238,1,39262.405417
2581.571475,1,39292.716104
2746.290038,1,39322.669225
2576.087377,1,39353.156339
2590.305663,1,39384.539037
2570.463154,1,39414.981827
2410.263102,1,39445.493256
2451.54526,1,39476.378418
2240.163804,1,39506.365485
2622.046609,1,39536.607899
2384.373099,1,39566.473031
2293.388312,1,39596.647908
2596.803548,1,39626.620733
2220.720523,1,39656.556765
2441.662523,1,39686.582179
2577.447956,1,39716.968195
2343.938042,1,39747.743644
2659.836664,1,39778.398482
2422.506245,1,39808.706175
2310.615157,1,39839.062899
2737.177463,1,39869.127139
2486.248448,1,39899.947523
2632.307631,1,39930.564039
2213.625884,1,39960.97608
2450.006202,1,39990.85123
1971.061334,1,40015.475524
2455.80847,1,40046.569251
2465.482054,1,40077.045686
2557.810271,1,40107.211862
2521.457189,1,40137.539652
2633.210833,1,40167.482069
2356.53264,1,40197.690994
2611.739479,1,40228.641598
2185.489384,1,40258.465252
2725.394714,1,40289.006472
2404.343385,1,40319.401413
2675.967406,1,40349.864652
2761.410458,1,40379.735207
2641.601852,1,40409.660163
2514.949926,1,40440.101128
2506.775638,1,40467.705961
2627.914794,1,40497.9457
2735.966086,1,40528.137855
2248.433502,1,40559.092029
2836.912573,1,40589.202303
2607.273247,1,40620.070658
2668.2513,1,40650.485168
2401.179567,1,40680.730264
2513.061779,1,40711.818016
2427.953722,1,40742.015375
2625.410598,1,40772.988223
2939.283449,1,40803.670729
2636.126705,1,40834.810897
2524.04343,1,40864.9593
2597.807844,1,40895.107169
2502.280861,1,40924.803048
2377.48965,1,40955.152116
2425.192458,1,40985.542006
2482.750952,1,41016.182744
2563.188499,1,41046.132469
2408.99673,1,41076.392926
2354.324024,1,41106.816153
2603.635245,1,41137.324037
2656.532856,1,41167.485788
2552.02852,1,41198.139272
2571.628177,1,41228.211955
2481.780032,1,41258.917999
2366.505433,1,41288.773486
2422.262374,1,41319.371656
2327.76953,1,41349.366387
2509.180401,1,41379.630635
2753.057599,1,41409.982309
2458.361866,1,41440.428431
2445.610144,1,41470.461375
2600.321578,1,41500.722769
2434.474113,1,41531.295066
2549.160294,1,41561.295249
2569.164751,1,41591.348841
2623.126581,1,41621.908827
2553.868987,1,41652.035896
2545.080685,1,41682.018688
2597.677701,1,41712.379167
2372.862551,1,41742.597426
2574.966657,1,41773.000243
2626.544443,1,41803.040696
2214.844335,1,41833.630305
2628.359088,1,41864.124102
2525.288702,1,41894.584364
2718.689308,1,41925.37117
2458.01177,1,41955.926125
2610.06778,1,41986.376964
2495.952119,1,42016.273644
2502.803996,1,42046.804796
2605.824862,1,42078.11268
2501.81091,1,42108.702695
2274.913904,1,42139.871262
2410.297428,1,42170.313362
2644.437625,1,42201.083622
2470.379456,1,42231.685991
2684.29498,1,42262.209631
2469.799549,1,42292.358595
2575.313145,1,42322.436453
2729.635282,1,42352.541641
2365.290137,1,42382.953312
2648.488935,1,42412.892093
2547.914017,1,42443.251052
2616.633221,1,42475.23753
2450.788925,1,42505.771615
2442.699105,1,42536.143943
2472.594265,1,42566.548465
2592.11997,1,42597.523916
2617.372899,1,42627.755103
2664.134088,1,42657.822416
2507.296195,1,42687.806908
2782.697706,1,42717.93664
2311.929215,1,42748.293799
2222.932297,1,42778.514342
2343.591287,1,42808.837008
2212.195672,1,42838.70361
2509.03621,1,42869.314849
2601.098779,1,42899.966213
1624.991291,1,42918.832716
2277.555317,1,42949.210493
2695.091684,1,42979.96402
2501.055896,1,43009.736994
2746.824545,1,43040.07282
2478.102771,1,43070.841155
2803.098379,1,43100.766204
2510.844325,1,43131.124346
2609.483785,1,43161.694931
2520.074002,1,43192.192806
2600.518267,1,43221.954938
2577.942928,1,43252.803754
2572.080547,1,43282.974461
2326.968558,1,43313.411163
2424.328394,1,43343.528351
2692.398932,1,43373.953148
2457.34492,1,43404.944315
2510.330571,1,43435.30111
2687.105407,1,43465.42154
2482.375782,1,43495.781045
2419.129596,1,43525.441368
2697.390157,1,43555.582156
2545.166659,1,43585.994734
2784.004658,1,43615.584402
2397.967403,1,43645.784786
2634.722843,1,43676.481578
2524.245555,1,43707.616282
2609.299438,1,43737.484431
2668.616346,1,43767.4192
2569.214909,1,43797.692354
2488.751484,1,43828.097961
2525.737425,1,43859.250634
2694.323967,1,43889.486942
2498.976833,1,43919.236428
2688.5246,1,43949.721425
2699.017128,1,43979.513164
2614.823649,1,44009.906191
2737.692968,1,44039.944024
2529.7609,1,44070.368414
2497.281162,1,44100.920213
2575.984874,1,44130.940335
2685.107524,1,44161.457643
2513.239548,1,44191.801191
2453.281714,1,44222.410996
2816.255967,1,44252.225722
2504.355966,1,44282.338934
2481.697472,1,44313.031136
1610.367623,1,44331.48325
2594.405404,1,44361.376282
2560.84623,1,44392.5863
2470.432638,1,44422.890207
2730.378588,1,44453.115108
2503.839684,1,44483.578643
2443.841342,1,44514.144054
2582.137093,1,44544.531849
2598.08633,1,44574.901739
2606.893183,1,44606.128419
2629.80255,1,44637.119195
2451.437417,1,44667.93777
2485.599234,1,44696.838774
2685.362076,1,44727.380087
2650.608359,1,44757.762859
2233.484766,1,44788.449265
2537.369996,1,44818.961116
2465.876599,1,44849.963589
2770.47603,1,44880.039713
2554.731364,1,44910.070164
2672.786588,1,44940.610422
2463.626101,1,44970.648069
2767.286479,1,45000.689862
2558.178405,1,45030.841196
2214.186558,1,45061.846651
2420.241655,1,45092.429821
2509.350924,1,45123.116556
2578.87445,1,45153.313658
2479.16708,1,45183.336525
2754.392637,1,45213.266979
2865.888872,1,45243.874361
2909.900165,1,45274.929415
2499.635244,1,45305.337838
2577.653896,1,45335.485089
2305.288937,1,45365.073986
2225.363813,1,45395.15378
2367.975076,1,45425.526237
2293.033108,1,45455.592682
2581.03915,1,45486.373796
2563.355578,1,45517.804816
2703.561558,1,45547.961634
2595.209923,1,45579.032262
2528.256937,1,45608.885994
2471.70061,1,45639.479551
2578.448559,1,45669.521217
2694.27113,1,45699.326866
2450.83173,1,45729.334707
2699.550237,1,45759.482273
2672.389882,1,45790.078715
2443.539977,1,45820.891096
2308.765096,1,45850.920398
2151.633524,1,45881.289875
2543.340358,1,45911.563649
2371.673904,1,45942.368568
2429.984591,1,45972.456799
2282.206779,1,46003.986117
2694.499224,1,46034.157139
2520.150095,1,46065.328811
2635.858115,1,46095.110595
2374.685171,1,46125.522402
2342.99966,1,46155.882578
2418.110146,1,46186.325191
2610.659435,1,46217.140526
2466.216979,1,46247.835324
2330.327461,1,46278.931786
2580.585544,1,46309.902668
2180.754313,1,46340.290012
2654.671466,1,46370.476689
2385.192758,1,46400.642847
2475.940352,1,46430.897686
2265.175498,1,46460.753541
2819.551208,1,46491.256237
2500.663862,1,46521.380904
2671.805269,1,46552.02272
2571.898048,1,46581.986627
2778.324445,1,46612.33
2654.562303,1,46642.820624
2514.133804,1,46674.297262
2292.620614,1,46705.397411
2626.086352,1,46736.456257
2466.230178,1,46767.297389
2198.357394,1,46797.74868
2731.487691,1,46828.255981
2695.483143,1,46860.176685
2469.526601,1,46890.330987
2580.294803,1,46921.024117
2501.5771,1,46951.776275
2555.766534,1,46982.602818
2495.905702,1,47008.905321
2764.860562,1,47040.796748
2636.192901,1,47072.523725
2518.381155,1,47108.197402
2434.912041,1,47140.263523
2497.086185,1,47173.562777
2433.431261,1,47204.218182
2268.70487,1,47234.220212
2111.332146,1,47265.977412
2634.761246,1,47296.932346
2667.357684,1,47326.962111
2508.377635,1,47357.217757
2562.911125,1,47387.630351
2580.822024,1,47417.271706
2512.200117,1,47447.528356
2645.56649,1,47477.263383
2397.192733,1,47507.703086
2554.841497,1,47538.397873
2587.05653,1,47569.303056
2703.025524,1,47599.267711
2636.270361,1,47629.511275
2484.342311,1,47660.29403
2538.558252,1,47690.302366
2560.049652,1,47721.071341
2652.758954,1,47752.040147
2432.687263,1,47781.731249
2694.554202,1,47811.346374
2544.781214,1,47841.598493
2669.433319,1,47871.71866
2673.31938,1,47902.172843
2787.533453,1,47932.039612
2599.667491,1,47962.101652
2530.383059,1,47992.220907
2575.116544,1,48022.416837
2705.757542,1,48052.68017
2366.960163,1,48082.759646
2700.025194,1,48112.813447
2240.230175,1,48143.191401
2236.705336,1,48173.449603
2400.106272,1,48203.646309
2350.634388,1,48233.70875
2361.042904,1,48264.054699
2659.965086,1,48294.817808
2778.195716,1,48325.458628
2422.823181,1,48355.987856
2739.936542,1,48386.658836
2898.478644,1,48417.606063
2568.087072,1,48447.316675
2416.023328,1,48477.809377
2493.621578,1,48507.764915
2487.782002,1,48538.083845
2588.359545,1,48568.244888
2553.616803,1,48598.838708
2463.758417,1,48629.019593
2437.632029,1,48659.879509
2411.015739,1,48690.018938
2648.319641,1,48720.706383
2671.833273,1,48750.710371
2621.790915,1,48781.29086
2859.655436,1,48811.664451
2414.836362,1,48841.806639
2641.397379,1,48872.670164
2372.496199,1,48902.840365
2402.354669,1,48933.37266
2659.909514,1,48964.1101
2599.119449,1,48994.761226
2561.261052,1,49024.83451
2784.250026,1,49055.339634
2331.327482,1,49085.098758
2393.096687,1,49115.634211
2473.441169,1,49145.730998
2536.839399,1,49176.453381
2489.248729,1,49206.924477
2588.211756,1,49237.493976
2353.132766,1,49267.933639
2406.604597,1,49298.061956
2520.687186,1,49328.717114
2461.748203,1,49359.120377
2594.119033,1,49389.642717
2701.774227,1,49419.24947
2498.47937,1,49449.949368
2544.469552,1,49480.014069
2696.101447,1,49509.911387
2632.593027,1,49539.972902
2746.189434,1,49569.84053
2196.485001,1,49600.295824
2332.390289,1,49630.90162
2418.447409,1,49661.044241
2306.649258,1,49692.587917
2545.719037,1,49723.339562
2652.0115,1,49753.784117
2548.653446,1,49784.068811
2483.067781,1,49815.064402
2502.492833,1,49847.110564
2638.023612,1,49877.252308
2397.003997,1,49907.865322
2447.725627,1,49938.617955
2529.619761,1,49968.570442
2547.874742,1,49998.838403
2557.806719,1,50029.106774
2714.872069,1,50059.503244
2485.325855,1,50089.484192
2412.210962,1,50119.783068
2524.096063,1,50150.219385
2442.782146,1,50180.849904
2565.49688,1,50211.385459
2445.970319,1,50242.078387
2730.61213,1,50272.440323
2343.43976,1,50302.673554
2466.671173,1,50333.157023
2512.487292,1,50364.02454
2586.597869,1,50394.652434
2278.513691,1,50424.91011
2654.463494,1,50455.222099
2758.743792,1,50484.993565
2395.497465,1,50515.290336
2103.571931,1,50545.657698
2552.703374,1,50576.901287
40000,1,50594.59261
2800.757508,1,50624.955154
2542.665615,1,50655.767993
2565.936609,1,50686.425174
2553.881012,1,50717.347144
2729.269118,1,50747.758919
2600.271778,1,50778.032502
2589.173954,1,50807.883959
2591.556208,1,50837.649009
2311.530432,1,50868.687013
2383.085504,1,50898.643002
2370.716974,1,50929.512818
2580.069979,1,50959.326679
2569.530171,1,50991.199716
2057.529406,1,51022.473811
2396.079414,1,51052.95931
2385.672291,1,51083.387706
2493.890524,1,51113.369446
2144.267534,1,51143.611507
2515.503144,1,51174.453187
2740.006953,1,51204.854218
2614.290996,1,51235.774567
2351.734994,1,51266.532787
2425.121361,1,51297.117454
2583.477724,1,51328.118503
2706.060709,1,51358.543212
2386.830649,1,51389.094498
2555.9785,1,51419.637622
2492.201266,1,51449.228383
2641.320968,1,51479.386663
2541.963876,1,51509.723625
2607.013585,1,51540.24872
2582.988998,1,51569.972074
2644.883997,1,51600.236479
2457.911726,1,51630.055463
2505.881691,1,51660.58928
2501.978765,1,51691.154705
2319.391393,1,51721.453215
2445.931468,1,51752.271572
2594.633219,1,51782.997241
2395.884466,1,51813.345941
2619.148569,1,51845.614245
2841.026345,1,51875.716706
2631.837381,1,51906.498414
2652.71918,1,51936.336523
2824.482366,1,51966.297865
2846.209118,1,51996.555609
2608.837407,1,52027.016874
2662.691439,1,52056.935736
2536.795327,1,52087.561028
2356.359858,1,52117.858623
2436.013128,1,52147.706631
2453.646534,1,52178.095773
2756.950167,1,52207.735164
2656.906932,1,52238.171065
2816.917454,1,52269.593996
2685.324851,1,52299.725827
40000,1,52313.619629
2310.034688,1,52344.041034
2553.159172,1,52374.076383
2754.323048,1,52404.624841
2541.572507,1,52434.439563
2528.385402,1,52464.796326
2287.237614,1,52495.579042
2397.403841,1,52525.929169
2562.816808,1,52556.696495
2620.600646,1,52587.014206
2513.635963,1,52617.363504
2702.64607,1,52647.514907
2516.218237,1,52677.647636
2492.572583,1,52707.816074
2485.797686,1,52737.959908
2619.244896,1,52768.053241
2458.445607,1,52798.43626
2554.771707,1,52829.307728
2421.321765,1,52859.927834
2573.164088,1,52890.947808
40000,1,52904.732838
2718.791711,1,52935.138833
2622.555541,1,52965.275115
2250.127089,1,52995.716254
2541.118873,1,53026.260437
2707.183274,1,53056.482617
2625.179147,1,53087.440644
2635.212367,1,53117.921114
2765.827097,1,53148.317903
2413.556046,1,53178.946562
2277.848841,1,53209.430994
2575.419468,1,53239.654108
2611.837408,1,53269.962756
2349.506363,1,53300.224115
2599.414896,1,53330.154227
2360.204706,1,53359.689597
2544.514811,1,53390.154298
2640.965743,1,53420.439062
2537.418471,1,53450.800145
2145.668824,1,53480.717023
2461.28575,1,53510.818572
2597.308201,1,53540.963896
2195.185116,1,53571.716838
2566.503977,1,53602.593283
2567.391622,1,53632.307544
2615.756327,1,53663.07768
2683.395311,1,53693.80372
2804.599714,1,53724.089401
2620.663416,1,53754.628591
2705.240646,1,53784.343801
2406.694044,1,53814.636013
2829.947896,1,53844.487833
2391.188576,1,53874.143765
2670.42039,1,53904.426055
2111.880636,1,53935.800939
2489.28777,1,53966.182771
2385.047009,1,53996.302401
2442.552527,1,54026.665916
